sample,orf,mapped_reads,amplicons,gRNA_count,nsgRNA_HQ_count,nsgRNA_LQ_count,gRHPT,nsgRPTg_HQ,nsgRPTg_LQ,nsgRPTg_ALL,nsgRPHT_HQ,nsgRPHT_LQ,nsgRPHT_ALL
CVR2096,novel_26262,681720,87,11332,0,1,1662.266032975415,0,0.08824567596187786,0.08824567596187786,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_27058,681720,89,598,1,0,87.71929824561404,1.6722408026755853,0,1.6722408026755853,0.14668778970838467,0,0.14668778970838467
CVR2096,novel_27059,681720,89,598,2,0,87.71929824561404,3.3444816053511706,0,3.3444816053511706,0.29337557941676934,0,0.29337557941676934
CVR2096,novel_27063,681720,89,598,3,1,87.71929824561404,5.016722408026756,1.6722408026755853,6.688963210702341,0.44006336912515404,0.14668778970838467,0.5867511588335387
CVR2096,novel_27065,681720,89,598,1,0,87.71929824561404,1.6722408026755853,0,1.6722408026755853,0.14668778970838467,0,0.14668778970838467
CVR2096,novel_27067,681720,89,598,0,1,87.71929824561404,0,1.6722408026755853,1.6722408026755853,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_27078,681720,89,598,0,1,87.71929824561404,0,1.6722408026755853,1.6722408026755853,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_27202,681720,90,10265,0,18,1505.7501613565687,0,1.7535314174378958,1.7535314174378958,0,2.640380214750924,2.640380214750924
CVR2096,novel_27205,681720,90,10265,0,1,1505.7501613565687,0,0.0974184120798831,0.0974184120798831,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_28291,681720,93,23091,1,0,3387.1677521563106,0.043306916114503484,0,0.043306916114503484,0.14668778970838467,0,0.14668778970838467
CVR2096,novel_28306,681720,93,23091,1,0,3387.1677521563106,0.043306916114503484,0,0.043306916114503484,0.14668778970838467,0,0.14668778970838467
CVR2096,novel_28135,681720,93,23091,0,1,3387.1677521563106,0,0.043306916114503484,0.043306916114503484,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_28145,681720,93,23091,0,1,3387.1677521563106,0,0.043306916114503484,0.043306916114503484,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_28233,681720,93,23091,0,1,3387.1677521563106,0,0.043306916114503484,0.043306916114503484,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_28282,681720,93,23091,0,1,3387.1677521563106,0,0.043306916114503484,0.043306916114503484,0,0.14668778970838467,0.14668778970838467
CVR2096,novel_28317,681720,93,23091,0,1,3387.1677521563106,0,0.043306916114503484,0.043306916114503484,0,0.14668778970838467,0.14668778970838467
CVR2125,novel_19,840695,1,146,1,0,17.36658360047342,6.849315068493151,0,6.849315068493151,0.11894920274296861,0,0.11894920274296861
CVR2125,novel_160,840695,1,146,0,1,17.36658360047342,0,6.849315068493151,6.849315068493151,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_241,840695,1,146,0,1,17.36658360047342,0,6.849315068493151,6.849315068493151,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_183,840695,2,24456,0,1,2909.02170228204,0,0.04088976120379457,0.04088976120379457,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_27202,840695,90,12387,0,28,1473.4237743771523,0,2.260434326309841,2.260434326309841,0,3.330577676803121,3.330577676803121
CVR2125,novel_27204,840695,90,12387,0,2,1473.4237743771523,0,0.16145959473641722,0.16145959473641722,0,0.23789840548593721,0.23789840548593721
CVR2125,novel_27205,840695,90,12387,0,3,1473.4237743771523,0,0.2421893921046258,0.2421893921046258,0,0.3568476082289058,0.3568476082289058
CVR2125,novel_27206,840695,90,12387,0,1,1473.4237743771523,0,0.08072979736820861,0.08072979736820861,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_27208,840695,90,12387,0,1,1473.4237743771523,0,0.08072979736820861,0.08072979736820861,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28277,840695,93,47106,1,1,5603.2211444102795,0.02122871820999448,0.02122871820999448,0.04245743641998896,0.11894920274296861,0.11894920274296861,0.23789840548593721
CVR2125,novel_28278,840695,93,47106,3,1,5603.2211444102795,0.06368615462998344,0.02122871820999448,0.08491487283997792,0.3568476082289058,0.11894920274296861,0.47579681097187443
CVR2125,novel_28279,840695,93,47106,1,2,5603.2211444102795,0.02122871820999448,0.04245743641998896,0.06368615462998345,0.11894920274296861,0.23789840548593721,0.3568476082289058
CVR2125,novel_28284,840695,93,47106,1,0,5603.2211444102795,0.02122871820999448,0,0.02122871820999448,0.11894920274296861,0,0.11894920274296861
CVR2125,novel_28285,840695,93,47106,1,1,5603.2211444102795,0.02122871820999448,0.02122871820999448,0.04245743641998896,0.11894920274296861,0.11894920274296861,0.23789840548593721
CVR2125,novel_28292,840695,93,47106,2,2,5603.2211444102795,0.04245743641998896,0.04245743641998896,0.08491487283997792,0.23789840548593721,0.23789840548593721,0.47579681097187443
CVR2125,novel_28296,840695,93,47106,1,0,5603.2211444102795,0.02122871820999448,0,0.02122871820999448,0.11894920274296861,0,0.11894920274296861
CVR2125,novel_28301,840695,93,47106,1,0,5603.2211444102795,0.02122871820999448,0,0.02122871820999448,0.11894920274296861,0,0.11894920274296861
CVR2125,novel_28313,840695,93,47106,1,0,5603.2211444102795,0.02122871820999448,0,0.02122871820999448,0.11894920274296861,0,0.11894920274296861
CVR2125,novel_28314,840695,93,47106,2,1,5603.2211444102795,0.04245743641998896,0.02122871820999448,0.06368615462998345,0.23789840548593721,0.11894920274296861,0.3568476082289058
CVR2125,novel_28228,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28233,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28276,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28280,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28283,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2125,novel_28349,840695,93,47106,0,1,5603.2211444102795,0,0.02122871820999448,0.02122871820999448,0,0.11894920274296861,0.11894920274296861
CVR2131,novel_2,1764543,1,553,1,0,31.339559307990793,1.8083182640144664,0,1.8083182640144664,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_6,1764543,1,553,1,2,31.339559307990793,1.8083182640144664,3.6166365280289328,5.424954792043399,0.05667189748280432,0.11334379496560865,0.17001569244841297
CVR2131,novel_11,1764543,1,553,2,0,31.339559307990793,3.6166365280289328,0,3.6166365280289328,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_16,1764543,1,553,6,3,31.339559307990793,10.849909584086799,5.424954792043399,16.274864376130196,0.34003138489682594,0.17001569244841297,0.5100470773452389
CVR2131,novel_17,1764543,1,553,2,1,31.339559307990793,3.6166365280289328,1.8083182640144664,5.424954792043399,0.11334379496560865,0.05667189748280432,0.17001569244841297
CVR2131,novel_64,1764543,1,553,1,0,31.339559307990793,1.8083182640144664,0,1.8083182640144664,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_73,1764543,1,553,1,0,31.339559307990793,1.8083182640144664,0,1.8083182640144664,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_149,1764543,1,553,1,0,31.339559307990793,1.8083182640144664,0,1.8083182640144664,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_237,1764543,1,553,2,0,31.339559307990793,3.6166365280289328,0,3.6166365280289328,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_286,1764543,1,553,1,0,31.339559307990793,1.8083182640144664,0,1.8083182640144664,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_0,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_4,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_77,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_106,1764543,1,553,0,2,31.339559307990793,0,3.6166365280289328,3.6166365280289328,0,0.11334379496560865,0.11334379496560865
CVR2131,novel_108,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_153,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_177,1764543,1,553,0,1,31.339559307990793,0,1.8083182640144664,1.8083182640144664,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_704,1764543,3,26304,1,0,1490.697591387685,0.03801703163017032,0,0.03801703163017032,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_1601,1764543,6,28964,1,0,1641.4448386919446,0.03452561800856235,0,0.03452561800856235,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_2626,1764543,9,19232,1,0,1089.9139323892928,0.05199667221297837,0,0.05199667221297837,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_2688,1764543,9,19232,1,0,1089.9139323892928,0.05199667221297837,0,0.05199667221297837,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_2793,1764543,9,19232,2,0,1089.9139323892928,0.10399334442595674,0,0.10399334442595674,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_2794,1764543,9,19232,1,0,1089.9139323892928,0.05199667221297837,0,0.05199667221297837,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_3807,1764543,13,13701,1,0,776.4616674119021,0.07298737318443908,0,0.07298737318443908,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_4016,1764543,13,13701,1,0,776.4616674119021,0.07298737318443908,0,0.07298737318443908,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_4017,1764543,13,13701,1,1,776.4616674119021,0.07298737318443908,0.07298737318443908,0.14597474636887817,0.05667189748280432,0.05667189748280432,0.11334379496560865
CVR2131,novel_3964,1764543,13,13701,0,1,776.4616674119021,0,0.07298737318443908,0.07298737318443908,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_5781,1764543,19,18697,0,1,1059.5944672359924,0,0.053484516232550676,0.053484516232550676,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_5787,1764543,19,18697,0,1,1059.5944672359924,0,0.053484516232550676,0.053484516232550676,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_6268,1764543,21,45472,1,0,2576.9845223380785,0.02199155524278677,0,0.02199155524278677,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_8114,1764543,27,27301,1,0,1547.199473178041,0.03662869491960002,0,0.03662869491960002,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_9242,1764543,31,5934,1,0,336.2910396629609,0.16852039096730703,0,0.16852039096730703,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_10639,1764543,35,9802,3,1,555.497939126448,0.3060599877576005,0.10201999591920016,0.40807998367680065,0.17001569244841297,0.05667189748280432,0.2266875899312173
CVR2131,novel_10647,1764543,35,9802,1,0,555.497939126448,0.10201999591920016,0,0.10201999591920016,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_10649,1764543,35,9802,1,0,555.497939126448,0.10201999591920016,0,0.10201999591920016,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_10655,1764543,35,9802,0,1,555.497939126448,0,0.10201999591920016,0.10201999591920016,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_11609,1764543,39,15172,0,1,859.8260286091072,0,0.06591088847877669,0.06591088847877669,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_12950,1764543,43,16781,1,0,951.0111116589394,0.05959120433823968,0,0.05959120433823968,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_12965,1764543,43,16781,2,0,951.0111116589394,0.11918240867647936,0,0.11918240867647936,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_15985,1764543,53,33148,0,1,1878.5600577599978,0,0.03016773259321829,0.03016773259321829,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_17897,1764543,59,16966,0,10,961.4954126932582,0,0.5894141223623718,0.5894141223623718,0,0.5667189748280432,0.5667189748280432
CVR2131,novel_17900,1764543,59,16966,0,1,961.4954126932582,0,0.058941412236237174,0.058941412236237174,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_17907,1764543,59,16966,0,1,961.4954126932582,0,0.058941412236237174,0.058941412236237174,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_19112,1764543,63,21691,0,1,1229.2701282995085,0,0.04610206998294224,0.04610206998294224,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_19132,1764543,63,21691,0,1,1229.2701282995085,0,0.04610206998294224,0.04610206998294224,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_19592,1764543,65,15539,1,0,880.6246149852964,0.06435420554733252,0,0.06435420554733252,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_21052,1764543,69,6596,4,1,373.8078357965773,0.6064281382656155,0.15160703456640387,0.7580351728320194,0.2266875899312173,0.05667189748280432,0.2833594874140216
CVR2131,novel_21575,1764543,71,3433,0,1,194.55462405846725,0,0.2912904165452957,0.2912904165452957,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_21602,1764543,71,3433,0,1,194.55462405846725,0,0.2912904165452957,0.2912904165452957,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_23878,1764543,79,24420,1,0,1383.9277365300816,0.04095004095004095,0,0.04095004095004095,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_23879,1764543,79,24420,1,0,1383.9277365300816,0.04095004095004095,0,0.04095004095004095,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_24611,1764543,81,20947,1,0,1187.1062365723021,0.047739533107366214,0,0.047739533107366214,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_24622,1764543,81,20947,1,0,1187.1062365723021,0.047739533107366214,0,0.047739533107366214,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_24640,1764543,81,20947,1,0,1187.1062365723021,0.047739533107366214,0,0.047739533107366214,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_25800,1764543,85,13827,1,0,783.6023264947354,0.07232226802632531,0,0.07232226802632531,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_25805,1764543,85,13827,1,0,783.6023264947354,0.07232226802632531,0,0.07232226802632531,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_25852,1764543,85,13827,1,0,783.6023264947354,0.07232226802632531,0,0.07232226802632531,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_25763,1764543,85,13827,0,1,783.6023264947354,0,0.07232226802632531,0.07232226802632531,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_26168,1764543,86,18777,0,1,1064.128219034617,0,0.05325664376630984,0.05325664376630984,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_26289,1764543,87,12309,2,0,697.5743861158385,0.16248273620927778,0,0.16248273620927778,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_26292,1764543,87,12309,1,1,697.5743861158385,0.08124136810463889,0.08124136810463889,0.16248273620927778,0.05667189748280432,0.05667189748280432,0.11334379496560865
CVR2131,novel_26442,1764543,87,12309,2,3,697.5743861158385,0.16248273620927778,0.24372410431391667,0.40620684052319445,0.11334379496560865,0.17001569244841297,0.2833594874140216
CVR2131,novel_26494,1764543,87,12309,1,0,697.5743861158385,0.08124136810463889,0,0.08124136810463889,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26495,1764543,87,12309,1,0,697.5743861158385,0.08124136810463889,0,0.08124136810463889,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26497,1764543,87,12309,4,7,697.5743861158385,0.32496547241855556,0.5686895767324722,0.8936550491510278,0.2266875899312173,0.39670328237963026,0.6233908723108476
CVR2131,novel_26501,1764543,87,12309,1,0,697.5743861158385,0.08124136810463889,0,0.08124136810463889,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26505,1764543,87|88,32316,9,4,1831.4090390543047,0.73117231294175,0.29370661043677365,1.0248789233785236,0.5100470773452389,0.2266875899312173,0.7367346672764562
CVR2131,novel_26506,1764543,87,12309,1,0,697.5743861158385,0.08124136810463889,0,0.08124136810463889,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26510,1764543,87,12309,1,0,697.5743861158385,0.08124136810463889,0,0.08124136810463889,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26256,1764543,87,12309,0,2,697.5743861158385,0,0.16248273620927778,0.16248273620927778,0,0.11334379496560865,0.11334379496560865
CVR2131,novel_26291,1764543,87,12309,0,2,697.5743861158385,0,0.16248273620927778,0.16248273620927778,0,0.11334379496560865,0.11334379496560865
CVR2131,novel_26421,1764543,87,12309,0,1,697.5743861158385,0,0.08124136810463889,0.08124136810463889,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_26435,1764543,87,12309,0,1,697.5743861158385,0,0.08124136810463889,0.08124136810463889,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_26771,1764543,88,20007,1,0,1133.8346529384662,0.049982506122857,0,0.049982506122857,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_26567,1764543,88,20007,0,1,1133.8346529384662,0,0.049982506122857,0.049982506122857,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_26925,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27059,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27063,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27072,1764543,89,24444,2,0,1385.287862069669,0.08181966944853543,0,0.08181966944853543,0.11334379496560865,0,0.11334379496560865
CVR2131,novel_27073,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27075,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27078,1764543,89,24444,1,0,1385.287862069669,0.040909834724267714,0,0.040909834724267714,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27064,1764543,89,24444,0,1,1385.287862069669,0,0.040909834724267714,0.040909834724267714,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_27252,1764543,90,19022,0,1,1078.012833917904,0,0.052570707601724324,0.052570707601724324,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_27412,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27484,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27675,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27680,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27760,1764543,91,1670,3,2,94.64206879628323,1.7964071856287427,1.1976047904191618,2.9940119760479043,0.17001569244841297,0.11334379496560865,0.2833594874140216
CVR2131,novel_27761,1764543,91,1670,11,3,94.64206879628323,6.586826347305389,1.7964071856287427,8.383233532934131,0.6233908723108476,0.17001569244841297,0.7934065647592605
CVR2131,novel_27762,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27769,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27775,1764543,91,1670,1,0,94.64206879628323,0.5988023952095809,0,0.5988023952095809,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_27770,1764543,91,1670,0,1,94.64206879628323,0,0.5988023952095809,0.5988023952095809,0,0.05667189748280432,0.05667189748280432
CVR2131,novel_28147,1764543,93,22459,1,0,1272.7941455663024,0.044525579945678795,0,0.044525579945678795,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_28276,1764543,93,22459,2,1,1272.7941455663024,0.08905115989135759,0.044525579945678795,0.13357673983703638,0.11334379496560865,0.05667189748280432,0.17001569244841297
CVR2131,novel_28277,1764543,93,22459,1,1,1272.7941455663024,0.044525579945678795,0.044525579945678795,0.08905115989135759,0.05667189748280432,0.05667189748280432,0.11334379496560865
CVR2131,novel_28278,1764543,93,22459,1,0,1272.7941455663024,0.044525579945678795,0,0.044525579945678795,0.05667189748280432,0,0.05667189748280432
CVR2131,novel_28279,1764543,93,22459,3,3,1272.7941455663024,0.13357673983703638,0.13357673983703638,0.26715347967407277,0.17001569244841297,0.17001569244841297,0.34003138489682594
CVR2131,novel_28281,1764543,93,22459,3,1,1272.7941455663024,0.13357673983703638,0.044525579945678795,0.17810231978271518,0.17001569244841297,0.05667189748280432,0.2266875899312173
CVR2131,novel_28282,1764543,93,22459,9,1,1272.7941455663024,0.40073021951110915,0.044525579945678795,0.44525579945678795,0.5100470773452389,0.05667189748280432,0.5667189748280432
